main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode
LP  702-50,348.9771100326965,-6.4628983299948,,,,,M5.5Ve,2003AJ....126.3007R,59.4126,0.0769,2018yCat.1345....0G,16.79,,,14.819,8.0E-4,2018yCat.1345....0G
LEHPM 2-183,79.4070767566122,-33.817520101053,,,,,M8.0V,2012AJ....144...99D,59.2738,0.1043,2018yCat.1345....0G,,,,16.506,0.0011,2018yCat.1345....0G
UCAC3 123-175263,229.2210806487534,-28.5378979170213,,,,,M5,2016ApJS..224...36K,59.2549,0.0885,2018yCat.1345....0G,,,,13.6684,6.0E-4,2018yCat.1345....0G
[BHR2005] 832-2,47.8144882431639,1.1085770428091,,,,,M5.5V,2005AJ....130.1871B,59.2031,0.111,2018yCat.1345....0G,,,,14.1995,8.0E-4,2018yCat.1345....0G
APMPM J2134-4316,323.5929087425855,-43.2696224082562,,,,,M5.5,,59.1089,0.0882,2018yCat.1345....0G,,,,14.2939,6.0E-4,2018yCat.1345....0G
LP  415-217,68.6576360056296,19.1013964022891,,,,,M5.5Ve,2003AJ....126.3007R,58.9226,0.0712,2018yCat.1345....0G,,,,14.0182,3.0E-4,2018yCat.1345....0G
2MASS J20045709+0321076,301.2379041842871,3.3521463683147,,,,,M5V,2014AJ....147...20N,58.7659,0.0932,2018yCat.1345....0G,,,,13.421,4.0E-4,2018yCat.1345....0G
G 261-23,306.2116176820967,74.2068377256033,,,,,M5.0,1997PASP..109..849G,58.7388,0.0749,2018yCat.1345....0G,,,,13.6577,6.0E-4,2018yCat.1345....0G
2MASS J00045753-1709369,1.2397880695242,-17.1602658141661,,,,,M5.5V,2012AJ....144...99D,58.6765,0.1221,2018yCat.1345....0G,,,,14.6048,6.0E-4,2018yCat.1345....0G
LP  443-17,233.7116969328125,18.00344601392278,,,,,M5V,2014AJ....147...20N,58.5518,0.1645,2018yCat.1345....0G,,,,13.9115,6.0E-4,2018yCat.1345....0G
UCAC4 400-021119,106.29983911336832,-10.131319647289168,,,,,M5.0V,2015A&A...577A.128A,58.5436,0.0726,2018yCat.1345....0G,15.1,0.02,2012yCat.1322....0Z,13.4522,6.0E-4,2018yCat.1345....0G
UCAC3 177-269680,313.2880713324938,-1.5512121807793,,,,,M5.6V,2009ApJ...699..649S,58.4637,0.0675,2018yCat.1345....0G,,,,13.9734,0.001,2018yCat.1345....0G
BR B1222-1221,186.2174414772983,-12.6432523168304,,,,,M8Ve,2002ApJ...575..484G,58.1118,0.1929,2018yCat.1345....0G,,,,17.1133,0.0016,2018yCat.1345....0G
LP  430-46,159.0363154620795,19.3918483966598,,,,,M6.5Ve,2003AJ....126.3007R,57.8009,0.1319,2018yCat.1345....0G,,,,15.1054,9.0E-4,2018yCat.1345....0G
2MASS J18373180+2030424,279.382545767271,20.511675952536,,,,,M5.5,2007AJ....133.2825R,57.5536,0.075,2018yCat.1345....0G,,,,14.6416,4.0E-4,2018yCat.1345....0G
LP  708-589,28.4606523917508,-10.5371546897087,,,,,M5.0,1997PASP..109..849G,57.379,0.126,2018yCat.1345....0G,,,,13.7888,8.0E-4,2018yCat.1345....0G
SCR J0702-6102,105.7097023801643,-61.046520493858,,,,,M6.5Ve,2004AJ....128.2460H,57.2883,0.1852,2018yCat.1345....0G,16.61,,2008MNRAS.389..585C,14.1094,8.0E-4,2018yCat.1345....0G
LP  613-62,177.9804204106389,-1.525617795711,,,,,M5,2013A&A...556A..15R,57.2161,0.1031,2018yCat.1345....0G,15.64,,2008MNRAS.389..585C,13.8871,4.0E-4,2018yCat.1345....0G
2MASS J04513734-5818519,72.9055650468475,-58.3144561349995,,,,,M6.5V,,57.1474,0.0855,2018yCat.1345....0G,18.507,0.038,2005AJ....130..337C,15.7248,0.001,2018yCat.1345....0G
2MASS J02534448-7959133,43.435307389383,-79.9870169251164,,,,,M5.5e,2006A&A...446..515P,57.1011,0.0712,2018yCat.1345....0G,,,,15.0773,9.0E-4,2018yCat.1345....0G
LP  734-29,182.1823387958986,-11.5625400294764,,,,,M5.5Ve,2003AJ....126.3007R,56.8453,0.1197,2018yCat.1345....0G,16.37,,,14.4489,7.0E-4,2018yCat.1345....0G
WISEA J161510.05+315140.4,243.79188801645623,31.863391697631943,,,,,M5.0,2007AJ....133.2825R,56.8166,0.0489,2018yCat.1345....0G,,,,13.4956,4.0E-4,2018yCat.1345....0G
LP  222-65,229.1696485780715,39.1801086587769,,,,,M7V,2014AJ....147...20N,56.7689,0.0719,2018yCat.1345....0G,,,,14.6841,8.0E-4,2018yCat.1345....0G
LP  370-26,142.2961603266856,25.9692436331964,,,,,M5.0,2008MNRAS.384..150L,56.7136,0.0924,2018yCat.1345....0G,16.457,0.021,2006AJ....132.1234C,14.4169,5.0E-4,2018yCat.1345....0G
LHS  3227,249.2559702085925,35.595786751552,,,,,M5.5Ve,2003AJ....126.3007R,56.5277,0.0615,2018yCat.1345....0G,,,,14.6958,5.0E-4,2018yCat.1345....0G
LP  264-45,170.6782322817939,37.9301020086903,,,,,M6V,2014AJ....147...20N,56.5217,0.11,2018yCat.1345....0G,,,,14.9881,7.0E-4,2018yCat.1345....0G
LP  740-44,220.4416580370033,-14.4548206700943,,,,,M5.5Ve,2003AJ....126.3007R,56.4921,0.0733,2018yCat.1345....0G,15.86,,,14.3831,7.0E-4,2018yCat.1345....0G
LP  496-48,193.7116228629561,11.9873659182865,,,,,M6V,2014AJ....147...20N,56.0893,0.0783,2018yCat.1345....0G,,,,13.9244,6.0E-4,2018yCat.1345....0G
2MASS J16154245+0546400,243.9269009644298,5.7777959885594,,,,,M9,2007AJ....133.2258S,56.0884,0.2004,2018yCat.1345....0G,,,,17.5717,0.0013,2018yCat.1345....0G
APMPM J1251-2121,192.7193781585042,-21.3537796630045,,,,,M7.5e,2005A&A...440.1061L,56.0805,0.2522,2018yCat.1345....0G,19.0,,,15.3726,0.001,2018yCat.1345....0G
2MASS J22502051+5136265,342.5854861564474,51.607338963178,,,,,M5V,2014AJ....147...20N,55.99,0.0521,2018yCat.1345....0G,,,,13.3597,5.0E-4,2018yCat.1345....0G
2MASS J03283463+1129515,52.1443492834747,11.497692236914,,,,,M8,2007AJ....133.2258S,55.908,0.1644,2018yCat.1345....0G,,,,16.8621,0.0018,2018yCat.1345....0G
LP  645-53,8.9338374206647,-5.6862693469011,,,,,M5V,2003AJ....126.2421C,55.851,0.0923,2018yCat.1345....0G,15.79,,,14.1524,7.0E-4,2018yCat.1345....0G
LP  927-32,309.84925428817286,-29.44296434014111,,,,,M6Ve,2003AJ....126.3007R,55.6791,0.1368,2018yCat.1345....0G,17.618,0.068,2005AJ....130..337C,15.2026,6.0E-4,2018yCat.1345....0G
LP   65-357,198.5993377364727,66.3757676073018,,,,,M5.5,2004AJ....128..463R,55.4765,0.0798,2018yCat.1345....0G,,,,15.1162,9.0E-4,2018yCat.1345....0G
TVLM 868-110639,227.5701597316086,-2.6855696409386,,,,,M9V,2011ApJS..197...19K,55.434,0.3516,2018yCat.1345....0G,20.505,0.08,2006AJ....132.1234C,17.2383,0.0024,2018yCat.1345....0G
2MASS J17071830+6439331,256.8262810202517,64.6592186016949,,,,,M8.5,2015MNRAS.446.3878M,55.363,0.1155,2018yCat.1345....0G,,,,17.0313,0.0014,2018yCat.1345....0G
USNO-B1.0 0355-00820305,300.5560208729768,-54.4321968958051,,,,,M6e,2006A&A...446..515P,55.3026,0.1111,2018yCat.1345....0G,,,,15.5117,8.0E-4,2018yCat.1345....0G
2MASSI J0417374-080000,64.4062240551988,-8.0001663524887,,,,,M7.5V,2012AJ....144...99D,55.2859,0.1612,2018yCat.1345....0G,,,,16.413,9.0E-4,2018yCat.1345....0G
LP  556-64,194.8501477201924,7.7318993514176,,GJ  3757,,,M5V,2014AJ....147...20N,54.9502,0.074,2018yCat.1345....0G,,,,14.1052,4.0E-4,2018yCat.1345....0G
LP  212-62,155.9660883478342,43.8925356341192,,,,,M5.0V,2015A&A...577A.128A,54.9302,0.1054,2018yCat.1345....0G,,,,13.4926,8.0E-4,2018yCat.1345....0G
LP  280-16,281.3286721871489,38.8901726675732,,,,,M8,2007AJ....133.2258S,54.8906,0.0988,2018yCat.1345....0G,,,,16.51,9.0E-4,2018yCat.1345....0G
LP  794-23,182.0760395758916,-21.0181527153406,,,,,M5.5Ve,2003AJ....126.3007R,54.8761,0.0999,2018yCat.1345....0G,16.03,,,14.5666,7.0E-4,2018yCat.1345....0G
LP  892-32,79.6526455611462,-28.7018421072795,,,,,M5.5Ve,2003AJ....126.3007R,54.8152,0.0547,2018yCat.1345....0G,15.63,,,14.2438,5.0E-4,2018yCat.1345....0G
LP  726-37,136.1674552041353,-12.3200527009004,,,,,M5Ve,2003AJ....126.3007R,54.7313,0.0662,2018yCat.1345....0G,,,,13.9656,6.0E-4,2018yCat.1345....0G
LP  425-176,125.4872342562783,17.8155779044076,,,,,M5.0,1997PASP..109..849G,54.6637,0.0984,2018yCat.1345....0G,,,,14.1127,4.0E-4,2018yCat.1345....0G
LP  904-51,160.4333594641844,-31.1984381022219,,,,,M5,2013A&A...556A..15R,54.4769,0.0902,2018yCat.1345....0G,,,,14.4627,5.0E-4,2018yCat.1345....0G
2MASS J07385081+1829205,114.711745236718,18.4889502424634,,,,,M6V,2014AJ....147...20N,54.4193,0.1681,2018yCat.1345....0G,,,,14.3721,7.0E-4,2018yCat.1345....0G
LP  822-7,351.8602028889343,-17.692437942148,,,,,M7V,2005PASP..117..676R,54.3305,0.0834,2018yCat.1345....0G,,,,15.5475,8.0E-4,2018yCat.1345....0G
StM 193,210.52533961757499,21.045906933828334,,,,,M7,1986ApJ...301..927S,54.2017,0.0684,2018yCat.1345....0G,13.5,,,11.9773,5.0E-4,2018yCat.1345....0G
2MASS J19310458-0306186,292.7691580133705,-3.10503318182,,,,,M5.0,2018MNRAS.479.2351W,54.1645,0.1176,2018yCat.1345....0G,16.81,,2011AJ....141...21W,14.6822,9.0E-4,2018yCat.1345....0G
2MASS J22341394+2359559,338.55841056138667,23.998855204960837,,,,,M9.5V,,54.1111,0.1929,2018yCat.1345....0G,,,,17.845,0.0019,2018yCat.1345....0G
G 168-14,237.8407979192854,29.5184176251642,,GJ  3923,,,M7,1986AJ.....92..139S,54.1072,0.0404,2018yCat.1345....0G,,,,11.7888,6.0E-4,2018yCat.1345....0G
2MASS J06595620-6145001,104.9840615605714,-61.7499550081346,,,,,M5.0,2007AJ....133.2825R,53.9982,0.0549,2018yCat.1345....0G,,,,14.5575,7.0E-4,2018yCat.1345....0G
2MASS J08594029+1145325,134.9179383866367,11.759047349238699,,,,,M8.4V,2014ApJ...794..143B,53.8822,0.1596,2018yCat.1345....0G,,,,17.3531,0.0018,2018yCat.1345....0G
LHS  2650,193.6337540321521,44.9931023978968,,,,,M5Ve,2003AJ....126.3007R,53.8737,0.071,2018yCat.1345....0G,,,,14.1844,4.0E-4,2018yCat.1345....0G
GAT 1384,329.6442530880059,61.284999138778,,,,,M6.0V,2003AJ....125.1598L,53.6134,0.0619,2018yCat.1345....0G,,,,14.7744,6.0E-4,2018yCat.1345....0G
LP  423-14,115.27828991115793,17.64579036379861,,,,,M7.0V,2012AJ....144...99D,53.5151,0.2233,2018yCat.1345....0G,,,,16.0855,0.0014,2018yCat.1345....0G
LP  322-936,197.8400779328192,28.5448719678998,,GJ  3766,,,M5:,1976AJ.....81..350S,53.4197,0.0608,2018yCat.1345....0G,15.89,,1976AJ.....81..350S,14.1211,3.0E-4,2018yCat.1345....0G
G  73-45,35.1927219434352,2.9771063528801,,GJ  3153,,,M6V,2015ApJ...812....3W,53.3911,0.1026,2018yCat.1345....0G,,,,13.2262,0.001,2018yCat.1345....0G
LP  816-10,312.4697201069823,-17.2690189623359,,,,,M6,,53.3905,0.1014,2018yCat.1345....0G,,,,15.7765,8.0E-4,2018yCat.1345....0G
2MASS J10554733+0808427,163.9472600423981,8.1452591436006,,,,,M9V,2011AJ....141...97W,53.3382,0.1536,2018yCat.1345....0G,,,,17.0887,0.0017,2018yCat.1345....0G
LP  313-42,140.0913679322533,26.7286172726219,,GJ  3552,,,M5V,2014AJ....147...20N,53.169,0.0971,2018yCat.1345....0G,,,,14.1023,4.0E-4,2018yCat.1345....0G
NLTT 10087,47.5140972866609,2.574196202673,,,,,M6V,2015ApJ...812....3W,53.1207,0.0988,2018yCat.1345....0G,,,,14.6256,7.0E-4,2018yCat.1345....0G
SSSPM J2356-3426,359.0450850480453,-34.4346088121928,,,,,M9.3V,2014ApJ...794..143B,53.0052,0.1841,2018yCat.1345....0G,19.7,,,17.4802,0.0023,2018yCat.1345....0G
G 260-1,274.3125377987413,68.55526519942305,,GJ  1225,,,M5.0V,1997AJ....113..806G,52.9885,0.0441,2018yCat.1345....0G,,,,13.8717,4.0E-4,2018yCat.1345....0G
LP  310-34,121.858617661457,32.2194641211193,,,,,M8,2007AJ....133.2258S,52.9698,0.1603,2018yCat.1345....0G,,,,16.514,0.0011,2018yCat.1345....0G
LP  423-31,118.0996888749683,16.2041553169434,,,,,M6.0V,2015A&A...577A.128A,52.9304,0.1016,2018yCat.1345....0G,16.73,,,14.773,0.001,2018yCat.1345....0G
LP   66-542,213.7101532690951,64.2122211028149,,,,,M5.0,2007AJ....133.2825R,52.8371,0.0638,2018yCat.1345....0G,15.33,,,14.0864,7.0E-4,2018yCat.1345....0G
2MASSI J1124532+132253,171.2219429037722,13.3813620054158,,,,,M6.5,,52.6894,0.1122,2018yCat.1345....0G,,,,14.5151,7.0E-4,2018yCat.1345....0G
2MASS J14213145+1827407,215.3809016609496,18.4612495228212,,,,,M8.9V,2014ApJ...794..143B,52.6729,0.2626,2018yCat.1345....0G,,,,17.8631,0.0021,2018yCat.1345....0G
LP  757-92,317.8508373847281,-9.6759002508041,,,,,M5.5,2004AJ....128..463R,52.6692,0.0999,2018yCat.1345....0G,16.56,,2004AJ....128..463R,14.478,0.001,2018yCat.1345....0G
LSPM J0140+2701,25.011037844439,27.0305654114327,,,,,M8.5V,2012AJ....144...99D,52.6488,0.1771,2018yCat.1345....0G,,,,16.7685,0.003,2018yCat.1345....0G
2MUCD 11005,175.4335350038511,-22.5375030794794,,,,,M7.5V,2003AJ....126.2421C,52.6168,0.2017,2018yCat.1345....0G,,,,17.0392,0.0013,2018yCat.1345....0G
LP   44-162,269.3141882955412,70.7003101820604,,,,,M7.5V,2012AJ....144...99D,52.5837,0.2462,2018yCat.1345....0G,18.79,,2009AJ....137.4109L,15.6782,0.0011,2018yCat.1345....0G
2MASSI J0354200-143738,58.5837047197686,-14.6273801656744,,,,,M6.5V,2012AJ....144...99D,52.4556,0.6479,2018yCat.1345....0G,,,,15.3976,0.0041,2018yCat.1345....0G
G 207-18,287.0657356629041,26.5849090284277,,GJ  1231,,,M5V,2014AJ....147...20N,52.4454,0.0515,2018yCat.1345....0G,,,,13.5854,6.0E-4,2018yCat.1345....0G
2MASSI J1424187-351432,216.0779385426343,-35.242427877568,,,,,M6.5,,52.3878,0.2351,2018yCat.1345....0G,,,,15.8101,0.0015,2018yCat.1345....0G
LP  675-7,185.9669890004469,-8.978750488448,,,,,M6.5Ve,2003AJ....126.3007R,52.261,0.118,2018yCat.1345....0G,17.59,,,15.7021,0.0012,2018yCat.1345....0G
WISE J175839.20-583931.6,269.6648330658054,-58.6560564555475,,,,,M6,2016ApJS..224...36K,52.2355,0.1189,2018yCat.1345....0G,,,,14.912,9.0E-4,2018yCat.1345....0G
LP  718-5,83.8387318620862,-9.518478704062801,,,,,M6.5Ve,2003AJ....126.3007R,52.1754,0.1291,2018yCat.1345....0G,17.99,,,15.8013,0.0011,2018yCat.1345....0G
L  119-33,335.4288161219641,-65.525827971975,,GJ  4273,HIP 110400,,M5V,1974PhDT........10S,52.1081,0.0403,2018yCat.1345....0G,12.03,,2010MNRAS.403.1949K,11.0064,7.0E-4,2018yCat.1345....0G
LP  149-14,359.9562855584508,47.76236566886777,,GJ  4385,,,M5.0V,,51.9311,0.073,2018yCat.1345....0G,,,,14.3053,5.0E-4,2018yCat.1345....0G
LSPM J0339+2457,54.970181000000004,24.9576,,,,,M7.7V,2014ApJ...794..143B,51.9,5.2,2014ApJ...784..156D,,,,17.2606,0.0078,2018yCat.1345....0G
LP  829-41,34.0892774036354,-22.0135244569641,,,,,M5.5Ve,2003AJ....126.3007R,51.8886,0.1045,2018yCat.1345....0G,16.41,,,14.8427,7.0E-4,2018yCat.1345....0G
G 130-68,6.1453306496504165,30.04153523480028,,GJ  3033,,,M5V,2014AJ....147...20N,51.8335,0.1448,2018yCat.1345....0G,,,,12.9768,0.0017,2018yCat.1345....0G
LP  787-32,140.6930058670439,-15.7899845443042,,,,,M5.5Ve,2003AJ....126.3007R,51.656,0.0734,2018yCat.1345....0G,16.238,,,14.3201,0.001,2018yCat.1345....0G
NLTT 19068,122.7002098213331,1.1532535183745,,,,,M5V,2014AJ....147...20N,51.6185,0.0792,2018yCat.1345....0G,,,,13.9323,0.0011,2018yCat.1345....0G
G 247-22,68.322582050456,68.7817238371502,,,,,M5.0,1997PASP..109..849G,51.5816,0.0607,2018yCat.1345....0G,,,,14.2928,4.0E-4,2018yCat.1345....0G
LP  157-25,71.5771123522885,48.7477204437224,,GJ  3311,,,M6.0V,,51.5085,0.117,2018yCat.1345....0G,,,,15.0742,6.0E-4,2018yCat.1345....0G
G 247-23,68.3265694180195,68.7825754223752,,,,,M5.5,2005A&A...442..211S,51.4541,0.0705,2018yCat.1345....0G,,,,14.4405,5.0E-4,2018yCat.1345....0G
NLTT 24622,158.1373868299223,6.5021083715279,,,,,M6V,2014AJ....147...20N,51.3405,0.0795,2018yCat.1345....0G,,,,14.0162,0.0016,2018yCat.1345....0G
G 136-27,223.4049475502348,11.570143260763,,GJ  1186,,,M5V,2015ApJ...812....3W,51.2402,0.0693,2018yCat.1345....0G,,,,13.7519,8.0E-4,2018yCat.1345....0G
LP  666-11,133.55141524625003,-8.083397995846944,,,,,M6.0V,2005PASP..117..676R,51.1989,0.0837,2018yCat.1345....0G,17.156,0.022,2006AJ....132.1234C,15.0043,6.0E-4,2018yCat.1345....0G
2MASS J03521086+0210479,58.0452578097706,2.1800004594061,,,,,M8.6V,2014ApJ...794..143B,51.1984,0.2488,2018yCat.1345....0G,,,,17.7489,0.0014,2018yCat.1345....0G
LP  521-18,342.0938342686687,12.5362275609667,,,,,M5.5Ve,2003AJ....126.3007R,51.1451,0.1499,2018yCat.1345....0G,,,,14.8513,9.0E-4,2018yCat.1345....0G
WT 2180,297.0944498130133,-8.3811667698667,,,,,M5.5V,,51.1147,0.0767,2018yCat.1345....0G,16.644,0.011,2005AJ....130..337C,14.5848,4.0E-4,2018yCat.1345....0G
2MASS J23464599+1129094,356.6917830072525,11.4859638102916,,,,,M9,2007AJ....133.2258S,50.8282,0.1885,2018yCat.1345....0G,,,,17.3921,0.0013,2018yCat.1345....0G
LP  859-1,226.0674039254733,-23.9323843896028,,,,,M7.5Ve,2003AJ....126.3007R,50.8004,0.1838,2018yCat.1345....0G,18.9,,,16.2349,0.0015,2018yCat.1345....0G
G 127-50,340.8466483837872,22.1383403241654,,GJ  4292,,,M5V,2014AJ....147...20N,50.787,0.0658,2018yCat.1345....0G,,,,13.3764,6.0E-4,2018yCat.1345....0G
2MASSI J0534584-151143,83.7435373041848,-15.1955245906254,,,,,M8.9V,2014ApJ...794..143B,50.5762,0.1612,2018yCat.1345....0G,,,,17.8576,0.0017,2018yCat.1345....0G
LP  314-44,144.8471455414827,29.724198748106,,,,,M6.5Ve,2003AJ....126.3007R,50.5727,0.1452,2018yCat.1345....0G,,,,15.9287,0.001,2018yCat.1345....0G
LP   12-440,8.7822234641991,76.4651001705918,,,,,M7Ve,2005PASP..117..676R,50.5718,0.0745,2018yCat.1345....0G,,,,15.4483,6.0E-4,2018yCat.1345....0G
2MASSI J1403223+300754,210.8428824436533,30.1318437062807,,,,,M9V,2011AJ....141...97W,50.484,0.2048,2018yCat.1345....0G,,,,17.0512,0.0014,2018yCat.1345....0G
2MASS J20125995+0112584,303.2497591859346,1.2161882404346,,,,,M6V,2014AJ....147...20N,50.3936,0.3014,2018yCat.1345....0G,,,,13.9086,9.0E-4,2018yCat.1345....0G
APMPM J2359-6246,359.678671453773,-62.7617863126278,,,,,M6Ve,2002MNRAS.329..109S,50.2721,0.065,2018yCat.1345....0G,16.954,0.028,2006AJ....132.1234C,14.9025,5.0E-4,2018yCat.1345....0G
LP  701-7,341.6097784315468,-6.6573225052603,,GJ  4294,,,M5,,50.2232,0.0959,2018yCat.1345....0G,15.98,,1997yCat.2168....0M,14.1852,8.0E-4,2018yCat.1345....0G
2MASSI J0019457+521317,4.9409818398706005,52.2215511348651,,,,,M9,2007AJ....133.2258S,50.1097,0.18,2018yCat.1345....0G,,,,17.3475,0.0011,2018yCat.1345....0G
LP  638-50,327.8626059755322,-1.4539733159374,,,,,M5.5Ve,2003AJ....126.3007R,50.1047,0.1048,2018yCat.1345....0G,,,,14.8709,0.001,2018yCat.1345....0G
LP  220-13,209.1727652553084,43.7164398879248,,,,,M8V,2015ApJ...812....3W,50.0407,0.6125,2018yCat.1345....0G,,,,15.8433,9.0E-4,2018yCat.1345....0G
2MASS J06300140-1840143,97.5060872888629,-18.6707848751552,,,,,M8.5,2008MNRAS.383..831P,50.0086,0.4472,2018yCat.1345....0G,,,,17.258,0.0015,2018yCat.1345....0G
